ENSRNOT00000094517 ENSRNOG00000064161 TR_V_gene TR_V_gene
ENSRNOT00000038397 ENSRNOG00000024922 protein_coding protein_coding
ENSRNOT00000028685 ENSRNOG00000021128 protein_coding protein_coding
ENSRNOT00000066736 ENSRNOG00000043102 protein_coding protein_coding
ENSRNOT00000002358 ENSRNOG00000001719 protein_coding protein_coding
ENSRNOT00000077727 ENSRNOG00000057153 protein_coding protein_coding
ENSRNOT00000074047 ENSRNOG00000046848 protein_coding protein_coding
ENSRNOT00000025236 ENSRNOG00000018701 protein_coding protein_coding
ENSRNOT00000106650 ENSRNOG00000018701 protein_coding protein_coding
ENSRNOT00000117883 ENSRNOG00000018701 protein_coding protein_coding
ENSRNOT00000003986 ENSRNOG00000002963 protein_coding protein_coding
ENSRNOT00000118103 ENSRNOG00000025484 protein_coding protein_coding
ENSRNOT00000039074 ENSRNOG00000025484 protein_coding protein_coding
ENSRNOT00000102460 ENSRNOG00000025484 protein_coding protein_coding
ENSRNOT00000045792 ENSRNOG00000033021 protein_coding protein_coding
ENSRNOT00000115425 ENSRNOG00000003878 protein_coding protein_coding
ENSRNOT00000005212 ENSRNOG00000003878 protein_coding protein_coding
ENSRNOT00000116914 ENSRNOG00000027728 protein_coding protein_coding
ENSRNOT00000056930 ENSRNOG00000027728 protein_coding protein_coding
ENSRNOT00000005072 ENSRNOG00000003778 protein_coding protein_coding
ENSRNOT00000083971 ENSRNOG00000061484 protein_coding protein_coding
ENSRNOT00000037509 ENSRNOG00000021931 protein_coding protein_coding
ENSRNOT00000102184 ENSRNOG00000021931 protein_coding protein_coding
ENSRNOT00000114947 ENSRNOG00000021931 protein_coding protein_coding
ENSRNOT00000029958 ENSRNOG00000022703 protein_coding protein_coding
ENSRNOT00000093695 ENSRNOG00000017053 protein_coding protein_coding
ENSRNOT00000107588 ENSRNOG00000017053 protein_coding protein_coding
ENSRNOT00000022901 ENSRNOG00000017053 protein_coding protein_coding
ENSRNOT00000101399 ENSRNOG00000017053 protein_coding protein_coding
ENSRNOT00000100969 ENSRNOG00000017053 protein_coding protein_coding
ENSRNOT00000074075 ENSRNOG00000048282 protein_coding protein_coding
ENSRNOT00000097565 ENSRNOG00000048282 protein_coding protein_coding
ENSRNOT00000118936 ENSRNOG00000048282 protein_coding protein_coding
ENSRNOT00000013100 ENSRNOG00000009252 protein_coding protein_coding
ENSRNOT00000113474 ENSRNOG00000009252 protein_coding protein_coding
ENSRNOT00000021453 ENSRNOG00000015816 protein_coding protein_coding
ENSRNOT00000112087 ENSRNOG00000015816 protein_coding protein_coding
ENSRNOT00000100665 ENSRNOG00000015816 protein_coding protein_coding
ENSRNOT00000111410 ENSRNOG00000015816 protein_coding protein_coding
ENSRNOT00000107493 ENSRNOG00000002886 protein_coding protein_coding
ENSRNOT00000113616 ENSRNOG00000002886 protein_coding protein_coding
ENSRNOT00000065895 ENSRNOG00000002886 protein_coding protein_coding
ENSRNOT00000109864 ENSRNOG00000002886 protein_coding protein_coding
ENSRNOT00000105761 ENSRNOG00000002886 protein_coding protein_coding
ENSRNOT00000107366 ENSRNOG00000070618 protein_coding protein_coding
ENSRNOT00000042757 ENSRNOG00000029064 protein_coding protein_coding
ENSRNOT00000109184 ENSRNOG00000029064 protein_coding protein_coding
ENSRNOT00000028558 ENSRNOG00000021037 protein_coding protein_coding
ENSRNOT00000055037 ENSRNOG00000025669 protein_coding protein_coding
ENSRNOT00000117944 ENSRNOG00000025669 protein_coding protein_coding
ENSRNOT00000023463 ENSRNOG00000017340 protein_coding protein_coding
ENSRNOT00000111689 ENSRNOG00000017340 protein_coding protein_coding
ENSRNOT00000094439 ENSRNOG00000030551 protein_coding protein_coding
ENSRNOT00000042834 ENSRNOG00000030551 protein_coding protein_coding
ENSRNOT00000071406 ENSRNOG00000045615 protein_coding protein_coding
ENSRNOT00000094579 ENSRNOG00000045615 protein_coding protein_coding
ENSRNOT00000094547 ENSRNOG00000007099 protein_coding protein_coding
ENSRNOT00000009436 ENSRNOG00000007099 protein_coding protein_coding
ENSRNOT00000099266 ENSRNOG00000067479 protein_coding protein_coding
ENSRNOT00000100883 ENSRNOG00000009506 protein_coding protein_coding
ENSRNOT00000105497 ENSRNOG00000009506 protein_coding protein_coding
ENSRNOT00000012940 ENSRNOG00000009506 protein_coding protein_coding
ENSRNOT00000087892 ENSRNOG00000058752 protein_coding protein_coding
ENSRNOT00000095198 ENSRNOG00000058752 protein_coding protein_coding
ENSRNOT00000080775 ENSRNOG00000025001 protein_coding protein_coding
ENSRNOT00000001894 ENSRNOG00000025001 protein_coding protein_coding
ENSRNOT00000071521 ENSRNOG00000070585 protein_coding protein_coding
ENSRNOT00000086350 ENSRNOG00000060237 protein_coding protein_coding
ENSRNOT00000090343 ENSRNOG00000056889 protein_coding protein_coding
ENSRNOT00000080785 ENSRNOG00000056889 protein_coding protein_coding
ENSRNOT00000009573 ENSRNOG00000007243 protein_coding protein_coding
ENSRNOT00000104970 ENSRNOG00000007243 protein_coding protein_coding
ENSRNOT00000101050 ENSRNOG00000006103 protein_coding protein_coding
ENSRNOT00000064264 ENSRNOG00000006103 protein_coding protein_coding
ENSRNOT00000119144 ENSRNOG00000006103 protein_coding protein_coding
ENSRNOT00000098991 ENSRNOG00000006103 protein_coding protein_coding
ENSRNOT00000086792 ENSRNOG00000006103 protein_coding protein_coding
ENSRNOT00000019061 ENSRNOG00000014242 protein_coding protein_coding
ENSRNOT00000095254 ENSRNOG00000001629 protein_coding protein_coding
ENSRNOT00000002222 ENSRNOG00000001629 protein_coding protein_coding
ENSRNOT00000112143 ENSRNOG00000001629 protein_coding protein_coding
ENSRNOT00000098902 ENSRNOG00000001629 protein_coding protein_coding
ENSRNOT00000092779 ENSRNOG00000008078 protein_coding protein_coding
ENSRNOT00000010816 ENSRNOG00000008078 protein_coding protein_coding
ENSRNOT00000117789 ENSRNOG00000008078 protein_coding protein_coding
ENSRNOT00000011090 ENSRNOG00000008363 protein_coding protein_coding
ENSRNOT00000024578 ENSRNOG00000018267 protein_coding protein_coding
ENSRNOT00000011509 ENSRNOG00000008525 protein_coding protein_coding
ENSRNOT00000112863 ENSRNOG00000008525 protein_coding protein_coding
ENSRNOT00000074512 ENSRNOG00000048522 protein_coding protein_coding
ENSRNOT00000083007 ENSRNOG00000056580 protein_coding protein_coding
ENSRNOT00000032976 ENSRNOG00000043223 protein_coding protein_coding
ENSRNOT00000115055 ENSRNOG00000043223 protein_coding protein_coding
ENSRNOT00000116204 ENSRNOG00000002393 protein_coding protein_coding
ENSRNOT00000085214 ENSRNOG00000002393 protein_coding protein_coding
ENSRNOT00000101144 ENSRNOG00000002393 protein_coding protein_coding
ENSRNOT00000038264 ENSRNOG00000002393 protein_coding protein_coding
ENSRNOT00000105669 ENSRNOG00000002393 protein_coding protein_coding
ENSRNOT00000010906 ENSRNOG00000008145 protein_coding protein_coding
ENSRNOT00000108306 ENSRNOG00000008145 protein_coding protein_coding
ENSRNOT00000077770 ENSRNOG00000008145 protein_coding protein_coding
ENSRNOT00000115775 ENSRNOG00000064327 protein_coding protein_coding
ENSRNOT00000101318 ENSRNOG00000057116 protein_coding protein_coding
ENSRNOT00000088996 ENSRNOG00000057116 protein_coding protein_coding
ENSRNOT00000103412 ENSRNOG00000070190 protein_coding protein_coding
ENSRNOT00000093856 ENSRNOG00000070190 protein_coding protein_coding
ENSRNOT00000001890 ENSRNOG00000001396 protein_coding protein_coding
ENSRNOT00000012245 ENSRNOG00000009069 protein_coding protein_coding
ENSRNOT00000077038 ENSRNOG00000070896 protein_coding protein_coding
ENSRNOT00000095181 ENSRNOG00000070896 protein_coding protein_coding
ENSRNOT00000105919 ENSRNOG00000070896 protein_coding protein_coding
ENSRNOT00000095367 ENSRNOG00000070896 protein_coding protein_coding
ENSRNOT00000013551 ENSRNOG00000010172 protein_coding protein_coding
ENSRNOT00000010674 ENSRNOG00000007213 protein_coding protein_coding
ENSRNOT00000056937 ENSRNOG00000010240 protein_coding protein_coding
ENSRNOT00000101528 ENSRNOG00000003603 protein_coding protein_coding
ENSRNOT00000004829 ENSRNOG00000003603 protein_coding protein_coding
ENSRNOT00000071595 ENSRNOG00000003603 protein_coding protein_coding
ENSRNOT00000097098 ENSRNOG00000003174 protein_coding protein_coding
ENSRNOT00000004274 ENSRNOG00000003174 protein_coding protein_coding
ENSRNOT00000105746 ENSRNOG00000007606 protein_coding protein_coding
ENSRNOT00000010296 ENSRNOG00000007606 protein_coding protein_coding
ENSRNOT00000040773 ENSRNOG00000002976 protein_coding protein_coding
ENSRNOT00000094004 ENSRNOG00000002976 protein_coding protein_coding
ENSRNOT00000067006 ENSRNOG00000004633 protein_coding protein_coding
ENSRNOT00000113660 ENSRNOG00000004633 protein_coding protein_coding
ENSRNOT00000031973 ENSRNOG00000024429 protein_coding protein_coding
ENSRNOT00000003690 ENSRNOG00000002722 protein_coding protein_coding
ENSRNOT00000117738 ENSRNOG00000002722 protein_coding protein_coding
ENSRNOT00000095250 ENSRNOG00000002722 protein_coding protein_coding
ENSRNOT00000015740 ENSRNOG00000011628 protein_coding protein_coding
ENSRNOT00000093894 ENSRNOG00000001715 protein_coding protein_coding
ENSRNOT00000044482 ENSRNOG00000001715 protein_coding protein_coding
ENSRNOT00000113390 ENSRNOG00000001715 protein_coding protein_coding
ENSRNOT00000119768 ENSRNOG00000001715 protein_coding protein_coding
ENSRNOT00000087194 ENSRNOG00000017491 protein_coding protein_coding
ENSRNOT00000023536 ENSRNOG00000017491 protein_coding protein_coding
ENSRNOT00000002760 ENSRNOG00000002014 protein_coding protein_coding
ENSRNOT00000096289 ENSRNOG00000002014 protein_coding protein_coding
ENSRNOT00000114716 ENSRNOG00000002014 protein_coding protein_coding
ENSRNOT00000108861 ENSRNOG00000042980 protein_coding protein_coding
ENSRNOT00000008184 ENSRNOG00000042980 protein_coding protein_coding
ENSRNOT00000113952 ENSRNOG00000039976 protein_coding protein_coding
ENSRNOT00000108486 ENSRNOG00000039976 protein_coding protein_coding
ENSRNOT00000118183 ENSRNOG00000039976 protein_coding protein_coding
ENSRNOT00000061432 ENSRNOG00000039976 protein_coding protein_coding
ENSRNOT00000104634 ENSRNOG00000063024 protein_coding protein_coding
ENSRNOT00000015855 ENSRNOG00000011716 protein_coding protein_coding
ENSRNOT00000035865 ENSRNOG00000025815 protein_coding protein_coding
ENSRNOT00000104099 ENSRNOG00000025815 protein_coding protein_coding
ENSRNOT00000034683 ENSRNOG00000025184 protein_coding protein_coding
ENSRNOT00000013468 ENSRNOG00000010146 protein_coding protein_coding
ENSRNOT00000085332 ENSRNOG00000017297 protein_coding protein_coding
ENSRNOT00000066440 ENSRNOG00000017297 protein_coding protein_coding
ENSRNOT00000102022 ENSRNOG00000017297 protein_coding protein_coding
ENSRNOT00000063941 ENSRNOG00000022239 protein_coding protein_coding
ENSRNOT00000083046 ENSRNOG00000054863 protein_coding protein_coding
ENSRNOT00000085609 ENSRNOG00000054863 protein_coding protein_coding
ENSRNOT00000001905 ENSRNOG00000001407 protein_coding protein_coding
ENSRNOT00000082895 ENSRNOG00000001407 protein_coding protein_coding
ENSRNOT00000013483 ENSRNOG00000010158 protein_coding protein_coding
ENSRNOT00000033932 ENSRNOG00000045905 protein_coding protein_coding
ENSRNOT00000071532 ENSRNOG00000045905 protein_coding protein_coding
ENSRNOT00000012462 ENSRNOG00000009370 protein_coding protein_coding
ENSRNOT00000001368 ENSRNOG00000001035 protein_coding protein_coding
ENSRNOT00000097451 ENSRNOG00000001035 protein_coding protein_coding
ENSRNOT00000112340 ENSRNOG00000001035 protein_coding protein_coding
ENSRNOT00000038439 ENSRNOG00000027260 protein_coding protein_coding
ENSRNOT00000097435 ENSRNOG00000068319 protein_coding protein_coding
ENSRNOT00000111325 ENSRNOG00000033893 protein_coding protein_coding
ENSRNOT00000043626 ENSRNOG00000033893 protein_coding protein_coding
ENSRNOT00000117168 ENSRNOG00000033893 protein_coding protein_coding
ENSRNOT00000110031 ENSRNOG00000033893 protein_coding protein_coding
ENSRNOT00000105687 ENSRNOG00000049683 protein_coding protein_coding
ENSRNOT00000074695 ENSRNOG00000049683 protein_coding protein_coding
ENSRNOT00000110808 ENSRNOG00000049683 protein_coding protein_coding
ENSRNOT00000107608 ENSRNOG00000049683 protein_coding protein_coding
ENSRNOT00000117244 ENSRNOG00000049683 protein_coding protein_coding
ENSRNOT00000079160 ENSRNOG00000056928 protein_coding protein_coding
ENSRNOT00000056355 ENSRNOG00000037275 protein_coding protein_coding
ENSRNOT00000081848 ENSRNOG00000010545 protein_coding protein_coding
ENSRNOT00000014007 ENSRNOG00000010545 protein_coding protein_coding
ENSRNOT00000097184 ENSRNOG00000008113 protein_coding protein_coding
ENSRNOT00000108263 ENSRNOG00000008113 protein_coding protein_coding
ENSRNOT00000010688 ENSRNOG00000008113 protein_coding protein_coding
ENSRNOT00000004718 ENSRNOG00000003464 protein_coding protein_coding
ENSRNOT00000115051 ENSRNOG00000046889 protein_coding protein_coding
ENSRNOT00000072295 ENSRNOG00000046889 protein_coding protein_coding
ENSRNOT00000113849 ENSRNOG00000046889 protein_coding protein_coding
ENSRNOT00000074685 ENSRNOG00000046889 protein_coding protein_coding
ENSRNOT00000117885 ENSRNOG00000046889 protein_coding protein_coding
ENSRNOT00000048543 ENSRNOG00000009350 protein_coding protein_coding
ENSRNOT00000111113 ENSRNOG00000009350 protein_coding protein_coding
ENSRNOT00000109369 ENSRNOG00000009350 protein_coding protein_coding
ENSRNOT00000074410 ENSRNOG00000049257 protein_coding protein_coding
ENSRNOT00000110373 ENSRNOG00000056209 protein_coding protein_coding
ENSRNOT00000088204 ENSRNOG00000056209 protein_coding protein_coding
ENSRNOT00000042106 ENSRNOG00000033207 protein_coding protein_coding
ENSRNOT00000009280 ENSRNOG00000039754 protein_coding protein_coding
ENSRNOT00000109645 ENSRNOG00000039754 protein_coding protein_coding
ENSRNOT00000113839 ENSRNOG00000039754 protein_coding protein_coding
ENSRNOT00000103032 ENSRNOG00000039754 protein_coding protein_coding
ENSRNOT00000083208 ENSRNOG00000006985 protein_coding protein_coding
ENSRNOT00000057171 ENSRNOG00000006985 protein_coding protein_coding
ENSRNOT00000104095 ENSRNOG00000006985 protein_coding protein_coding
ENSRNOT00000051411 ENSRNOG00000070574 protein_coding protein_coding
ENSRNOT00000097924 ENSRNOG00000003064 protein_coding protein_coding
ENSRNOT00000004094 ENSRNOG00000003064 protein_coding protein_coding
ENSRNOT00000004315 ENSRNOG00000027380 protein_coding protein_coding
ENSRNOT00000105421 ENSRNOG00000046216 protein_coding protein_coding
ENSRNOT00000083683 ENSRNOG00000046216 protein_coding protein_coding
ENSRNOT00000085222 ENSRNOG00000046216 protein_coding protein_coding
ENSRNOT00000074003 ENSRNOG00000046216 protein_coding protein_coding
ENSRNOT00000013577 ENSRNOG00000010060 protein_coding protein_coding
ENSRNOT00000083395 ENSRNOG00000010060 protein_coding protein_coding
ENSRNOT00000036094 ENSRNOG00000025987 protein_coding protein_coding
ENSRNOT00000115491 ENSRNOG00000025987 protein_coding protein_coding
ENSRNOT00000096849 ENSRNOG00000025987 protein_coding protein_coding
ENSRNOT00000076462 ENSRNOG00000051333 protein_coding protein_coding
ENSRNOT00000071189 ENSRNOG00000048919 protein_coding protein_coding
ENSRNOT00000075073 ENSRNOG00000002462 protein_coding protein_coding
ENSRNOT00000067379 ENSRNOG00000002462 protein_coding protein_coding
ENSRNOT00000003402 ENSRNOG00000002462 protein_coding protein_coding
ENSRNOT00000087218 ENSRNOG00000003207 protein_coding protein_coding
ENSRNOT00000118615 ENSRNOG00000003207 protein_coding protein_coding
ENSRNOT00000110316 ENSRNOG00000003207 protein_coding protein_coding
ENSRNOT00000065373 ENSRNOG00000003207 protein_coding protein_coding
ENSRNOT00000023535 ENSRNOG00000017359 protein_coding protein_coding
ENSRNOT00000103926 ENSRNOG00000017359 protein_coding protein_coding
ENSRNOT00000116512 ENSRNOG00000067169 protein_coding protein_coding
ENSRNOT00000001729 ENSRNOG00000001283 protein_coding protein_coding
ENSRNOT00000094793 ENSRNOG00000001283 protein_coding protein_coding
ENSRNOT00000103020 ENSRNOG00000070736 protein_coding protein_coding
ENSRNOT00000031045 ENSRNOG00000023095 protein_coding protein_coding
ENSRNOT00000115585 ENSRNOG00000023095 protein_coding protein_coding
ENSRNOT00000001910 ENSRNOG00000001408 protein_coding protein_coding
ENSRNOT00000087817 ENSRNOG00000001408 protein_coding protein_coding
ENSRNOT00000096046 ENSRNOG00000001774 protein_coding protein_coding
ENSRNOT00000096328 ENSRNOG00000001774 protein_coding protein_coding
ENSRNOT00000116720 ENSRNOG00000001774 protein_coding protein_coding
ENSRNOT00000094874 ENSRNOG00000001774 protein_coding protein_coding
ENSRNOT00000051989 ENSRNOG00000001774 protein_coding protein_coding
ENSRNOT00000073865 ENSRNOG00000001774 protein_coding protein_coding
ENSRNOT00000063883 ENSRNOG00000001774 protein_coding protein_coding
ENSRNOT00000014165 ENSRNOG00000010608 protein_coding protein_coding
ENSRNOT00000083934 ENSRNOG00000010608 protein_coding protein_coding
ENSRNOT00000046035 ENSRNOG00000032204 protein_coding protein_coding
ENSRNOT00000068394 ENSRNOG00000028036 protein_coding protein_coding
ENSRNOT00000037276 ENSRNOG00000028036 protein_coding protein_coding
ENSRNOT00000118446 ENSRNOG00000028036 protein_coding protein_coding
ENSRNOT00000113695 ENSRNOG00000021776 protein_coding protein_coding
ENSRNOT00000031074 ENSRNOG00000021776 protein_coding protein_coding
ENSRNOT00000101440 ENSRNOG00000021776 protein_coding protein_coding
ENSRNOT00000105773 ENSRNOG00000047468 protein_coding protein_coding
ENSRNOT00000073445 ENSRNOG00000047468 protein_coding protein_coding
ENSRNOT00000040164 ENSRNOG00000034206 protein_coding protein_coding
ENSRNOT00000109770 ENSRNOG00000007722 protein_coding protein_coding
ENSRNOT00000010168 ENSRNOG00000007722 protein_coding protein_coding
ENSRNOT00000072812 ENSRNOG00000016349 protein_coding protein_coding
ENSRNOT00000022307 ENSRNOG00000016349 protein_coding protein_coding
ENSRNOT00000080897 ENSRNOG00000058652 protein_coding protein_coding
ENSRNOT00000025451 ENSRNOG00000018834 protein_coding protein_coding
ENSRNOT00000016455 ENSRNOG00000012349 protein_coding protein_coding
ENSRNOT00000003511 ENSRNOG00000002607 protein_coding protein_coding
ENSRNOT00000095434 ENSRNOG00000065213 protein_coding protein_coding
